Image,R,G,B,H,S,V,pH
soil_0437.jpg,176,110,67,23.7,158.0,175.85,4.36
soil_0438.jpg,243,164,119,21.61,130.3,243.49,8.11
soil_0439.jpg,223,176,111,34.54,128.61,223.36,7.53
soil_0440.jpg,205,112,86,13.1,147.32,204.81,4.41
soil_0441.jpg,172,111,72,23.6,147.39,171.63,4.42
soil_0442.jpg,255,170,139,15.99,116.25,255.0,8.93
soil_0443.jpg,212,141,108,18.76,124.73,212.32,5.87
soil_0444.jpg,210,132,103,16.55,130.02,209.81,5.85
soil_0445.jpg,238,158,125,17.51,121.16,238.08,8.06
soil_0446.jpg,249,185,123,29.52,129.53,249.17,8.74
soil_0447.jpg,254,188,126,29.27,128.51,253.85,8.93
soil_0448.jpg,234,154,129,14.42,114.02,233.96,7.77
soil_0449.jpg,216,118,104,7.36,132.27,215.78,5.88
soil_0450.jpg,206,124,81,20.73,155.14,205.62,4.42
soil_0451.jpg,232,155,117,19.92,125.81,231.72,7.89
soil_0452.jpg,207,154,92,32.39,141.57,206.55,6.79
soil_0453.jpg,209,120,92,14.38,142.97,208.98,6.12
soil_0454.jpg,255,178,143,18.71,111.61,255.0,8.53
soil_0455.jpg,178,106,72,19.04,151.36,177.64,4.56
soil_0456.jpg,232,149,106,20.51,138.46,231.52,6.46
soil_0457.jpg,195,110,85,13.74,144.01,194.71,4.06
soil_0458.jpg,208,132,93,20.44,141.0,207.73,6.34
soil_0459.jpg,187,109,81,16.04,144.98,187.03,4.28
soil_0460.jpg,202,123,90,17.58,141.26,202.43,4.59
soil_0461.jpg,182,118,83,21.13,139.1,182.35,4.59
soil_0462.jpg,225,158,136,14.7,100.73,225.34,7.25
soil_0463.jpg,229,177,106,34.8,137.47,229.0,7.73
soil_0464.jpg,212,134,118,10.39,113.08,212.11,6.92
soil_0465.jpg,245,188,130,30.52,119.8,245.06,8.81
soil_0466.jpg,194,135,104,20.99,118.54,193.75,5.87
soil_0467.jpg,200,120,96,14.05,132.33,199.51,5.43
soil_0468.jpg,237,156,120,18.32,125.6,236.57,8.34
soil_0469.jpg,197,122,91,17.95,137.4,196.7,5.12
soil_0470.jpg,236,182,117,33.01,129.13,236.15,8.82
soil_0471.jpg,181,109,82,16.33,140.31,181.24,4.06
soil_0472.jpg,255,188,134,26.77,120.84,255.0,8.85
soil_0473.jpg,160,99,84,11.92,122.09,160.47,4.22
soil_0474.jpg,250,169,136,17.53,116.46,249.87,8.46
soil_0475.jpg,230,133,109,11.94,133.92,230.2,6.64
soil_0476.jpg,242,179,134,25.11,113.44,241.78,8.96
soil_0477.jpg,199,122,73,23.18,161.41,199.46,4.37
soil_0478.jpg,224,143,102,19.9,138.77,224.13,6.77
soil_0479.jpg,245,151,141,5.64,108.04,245.12,8.85
soil_0480.jpg,217,146,118,17.22,116.82,217.05,6.62
soil_0481.jpg,231,155,110,22.36,133.43,231.41,7.15
soil_0482.jpg,232,160,116,22.49,126.91,231.7,7.48
soil_0483.jpg,218,151,95,27.33,143.81,217.57,6.27
soil_0484.jpg,216,142,121,12.8,111.88,216.46,7.14
soil_0485.jpg,224,155,115,21.81,124.17,223.95,6.92
soil_0486.jpg,233,181,143,24.99,97.91,232.77,8.51
soil_0487.jpg,179,96,72,13.62,153.23,179.45,4.23
soil_0488.jpg,190,131,89,24.88,135.24,189.66,5.4
soil_0489.jpg,243,169,132,19.56,116.14,243.27,8.75
soil_0490.jpg,255,168,132,17.61,122.65,255.0,8.45
soil_0491.jpg,223,143,100,20.73,140.21,223.25,6.28
soil_0492.jpg,231,146,105,19.83,139.53,231.14,7.1
soil_0493.jpg,188,122,99,15.34,120.4,187.62,5.39
soil_0494.jpg,188,122,93,18.42,129.7,188.41,4.94
soil_0495.jpg,225,131,95,16.27,146.98,225.09,6.32
soil_0496.jpg,206,123,107,9.68,122.21,205.85,5.77
soil_0497.jpg,245,155,119,16.88,131.43,245.45,6.92
soil_0498.jpg,187,104,82,12.73,143.77,186.98,4.39
soil_0499.jpg,254,181,133,23.7,122.05,254.41,8.87
soil_0500.jpg,250,180,137,22.58,115.31,250.32,8.93
soil_0501.jpg,232,141,109,15.27,135.15,232.43,7.49
soil_0502.jpg,217,139,107,17.47,129.2,217.02,6.68
soil_0503.jpg,208,141,77,29.23,161.13,208.11,5.55
soil_0504.jpg,250,155,130,12.67,122.4,249.65,8.07
soil_0505.jpg,222,151,103,24.21,136.96,222.15,7.42
soil_0506.jpg,176,124,97,20.34,114.16,176.24,4.81
soil_0507.jpg,229,177,126,30.03,115.15,229.16,8.55
soil_0508.jpg,246,162,122,19.64,128.87,245.78,8.11
soil_0509.jpg,240,168,126,22.18,121.32,239.59,8.75
soil_0510.jpg,212,171,115,34.5,115.97,211.74,7.63
soil_0511.jpg,228,166,123,24.63,118.1,228.47,7.07
soil_0512.jpg,234,146,80,25.64,167.8,234.32,6.09
soil_0513.jpg,249,173,140,18.03,111.92,249.17,8.66
soil_0514.jpg,252,160,128,15.33,125.23,252.5,8.33
soil_0515.jpg,181,105,69,19.03,158.01,181.38,4.23
soil_0516.jpg,178,115,69,25.6,156.32,178.03,4.13
soil_0517.jpg,215,138,111,15.6,123.51,215.33,5.88
soil_0518.jpg,237,176,115,30.17,131.19,236.87,8.05
soil_0519.jpg,255,182,124,26.46,131.42,255.0,8.94
soil_0520.jpg,192,106,94,7.26,130.42,191.84,4.75
soil_0521.jpg,216,159,113,26.49,121.98,216.35,6.97
soil_0522.jpg,216,126,90,16.82,148.52,216.37,5.9
soil_0523.jpg,250,171,134,19.25,119.05,250.43,8.85
soil_0524.jpg,235,168,116,26.27,128.74,234.7,8.21
soil_0525.jpg,247,184,133,26.52,117.87,247.31,8.19
soil_0526.jpg,204,169,111,36.94,115.94,204.29,6.34
soil_0527.jpg,209,142,104,21.85,128.26,209.37,6.07
soil_0528.jpg,198,126,95,18.09,133.19,198.14,5.37
soil_0529.jpg,192,118,93,14.73,131.2,192.2,4.28
soil_0530.jpg,249,175,126,24.2,126.14,248.71,8.32
soil_0531.jpg,240,161,113,22.63,134.53,239.68,8.06
soil_0532.jpg,255,193,137,28.27,117.9,255.0,9.0
soil_0533.jpg,255,178,150,16.19,105.04,255.0,8.98
soil_0534.jpg,226,151,100,24.4,142.17,225.67,6.78
soil_0535.jpg,237,167,117,24.92,128.62,236.62,7.84
soil_0536.jpg,237,177,134,24.89,111.27,237.04,8.72
soil_0537.jpg,232,174,124,27.55,118.35,232.22,8.25
soil_0538.jpg,193,120,82,20.47,146.22,193.17,5.24
soil_0539.jpg,206,134,111,14.85,117.64,205.78,6.25
soil_0540.jpg,185,108,102,4.21,114.51,185.21,4.65
soil_0541.jpg,252,177,132,22.64,120.73,251.5,8.77
soil_0542.jpg,229,157,104,25.45,139.76,229.26,7.03
soil_0543.jpg,194,129,77,26.5,154.14,193.97,5.14
soil_0544.jpg,234,169,117,26.98,127.79,233.95,7.36
soil_0545.jpg,226,151,120,17.28,118.91,225.54,7.09
soil_0546.jpg,185,139,100,27.51,116.62,184.99,5.79
soil_0547.jpg,176,107,83,15.55,135.72,176.44,4.57
soil_0548.jpg,228,151,110,20.87,131.86,227.64,7.36
soil_0549.jpg,205,150,97,29.54,134.26,205.2,6.6
soil_0550.jpg,243,169,127,21.61,121.56,242.83,7.86
soil_0551.jpg,233,141,113,14.19,130.89,232.61,6.6
soil_0552.jpg,255,166,113,22.44,142.38,255.0,8.26
soil_0553.jpg,218,133,120,7.5,113.87,217.65,6.76
soil_0554.jpg,235,144,113,15.08,132.77,235.31,6.8
soil_0555.jpg,246,176,138,21.27,112.62,246.38,8.38
soil_0556.jpg,205,141,88,27.28,144.89,204.94,6.02
soil_0557.jpg,181,123,73,27.53,152.61,181.25,4.67
soil_0558.jpg,176,111,76,21.01,144.37,176.15,4.14
soil_0559.jpg,232,160,123,20.29,119.09,231.71,7.78
soil_0560.jpg,227,145,126,11.25,113.28,226.75,7.1
soil_0561.jpg,233,163,122,21.98,121.43,233.17,7.52
soil_0562.jpg,193,127,86,22.86,141.32,193.46,5.06
soil_0563.jpg,192,123,76,24.25,154.53,191.91,4.68
soil_0564.jpg,190,105,87,10.78,138.71,189.99,4.07
soil_0565.jpg,214,113,88,11.9,149.47,213.62,5.75
soil_0566.jpg,208,159,123,25.26,104.17,207.88,6.95
soil_0567.jpg,182,131,96,24.46,120.01,181.84,5.96
soil_0568.jpg,220,131,114,9.53,123.14,220.29,6.19
soil_0569.jpg,233,176,133,25.72,109.24,233.39,8.52
soil_0570.jpg,202,129,95,19.13,135.02,201.72,5.74
soil_0571.jpg,205,153,101,29.98,128.95,205.13,6.57
soil_0572.jpg,220,167,118,29.07,117.66,219.74,7.92
soil_0573.jpg,213,142,102,21.47,132.71,213.1,5.98
soil_0574.jpg,233,139,112,13.11,131.9,232.8,7.11
soil_0575.jpg,238,178,121,29.32,125.58,238.04,8.31
soil_0576.jpg,225,175,129,29.04,108.27,224.71,8.75
soil_0577.jpg,183,116,85,18.72,136.37,183.01,4.74
soil_0578.jpg,253,173,112,25.88,141.76,252.68,8.63
soil_0579.jpg,200,126,108,11.86,117.59,200.34,6.46
soil_0580.jpg,199,130,83,24.4,148.56,198.83,5.29
soil_0581.jpg,212,131,93,18.9,143.13,212.5,6.3
soil_0582.jpg,255,163,119,19.45,136.15,255.0,8.9
soil_0583.jpg,216,129,90,18.31,148.98,216.33,6.46
soil_0584.jpg,193,141,84,31.55,143.81,192.69,5.64
soil_0585.jpg,238,146,107,17.98,140.64,238.1,7.17
soil_0586.jpg,194,139,105,22.74,116.43,194.01,5.2
soil_0587.jpg,183,109,76,18.68,148.65,182.62,4.38
soil_0588.jpg,178,102,85,11.31,133.26,177.59,4.64
soil_0589.jpg,182,108,87,13.15,134.04,182.49,4.64
soil_0590.jpg,180,130,86,28.42,133.42,179.93,4.76
soil_0591.jpg,186,117,83,19.64,140.76,185.97,4.69
soil_0592.jpg,244,147,103,18.8,146.98,243.72,7.2
soil_0593.jpg,177,123,98,18.65,114.02,177.39,4.91
soil_0594.jpg,188,137,110,20.58,105.06,187.68,5.73
soil_0595.jpg,255,180,114,27.87,140.94,255.0,8.48
soil_0596.jpg,212,154,95,30.35,140.46,211.64,6.37
soil_0597.jpg,222,151,112,21.12,126.2,222.08,7.34
soil_0598.jpg,201,109,78,14.93,155.69,200.73,4.86
soil_0599.jpg,186,118,91,17.2,130.0,185.82,4.96
soil_0600.jpg,198,114,72,19.81,161.83,198.36,4.2
soil_0601.jpg,197,112,103,5.55,121.56,196.8,4.84
soil_0602.jpg,194,119,102,11.49,121.34,193.67,5.39
soil_0603.jpg,212,124,88,17.44,149.41,212.37,4.89
soil_0604.jpg,178,115,89,17.11,126.93,177.76,4.44
soil_0605.jpg,194,117,92,15.09,134.23,193.72,4.6
soil_0606.jpg,216,133,98,17.99,139.19,215.64,6.3
soil_0607.jpg,206,121,81,19.02,154.33,205.98,5.03
soil_0608.jpg,221,125,98,13.48,142.35,220.83,5.82
soil_0609.jpg,216,151,112,22.48,123.16,216.38,6.52
soil_0610.jpg,223,165,117,27.19,121.42,222.94,7.45
soil_0611.jpg,185,95,66,14.82,164.32,184.7,4.2
soil_0612.jpg,232,155,116,20.09,128.09,232.22,8.0
soil_0613.jpg,246,138,112,11.8,139.31,245.8,7.14
soil_0614.jpg,185,109,80,16.39,144.41,184.72,4.41
soil_0615.jpg,241,167,142,15.27,104.76,241.08,8.37
soil_0616.jpg,250,158,118,18.25,134.9,250.15,8.6
soil_0617.jpg,168,105,84,15.07,128.34,168.33,4.31
soil_0618.jpg,189,119,104,10.47,114.73,188.67,5.38
soil_0619.jpg,251,165,141,13.39,112.51,251.47,8.03
soil_0620.jpg,228,160,116,23.62,125.74,228.4,7.74
soil_0621.jpg,181,115,91,16.22,127.34,180.79,4.92
soil_0622.jpg,199,125,93,18.19,136.09,198.64,5.05
soil_0623.jpg,218,129,99,15.27,139.14,217.53,5.85
soil_0624.jpg,222,139,103,18.3,136.48,221.7,6.42
soil_0625.jpg,235,166,115,25.41,130.11,234.86,7.09
soil_0626.jpg,198,146,77,34.2,155.94,197.95,5.84
soil_0627.jpg,199,128,108,13.56,116.29,198.59,6.31
soil_0628.jpg,250,167,120,21.67,132.57,249.98,7.74
soil_0629.jpg,177,119,76,25.4,144.82,176.56,4.18
soil_0630.jpg,194,116,107,6.07,114.55,194.02,5.26
soil_0631.jpg,246,165,112,23.7,139.08,245.62,7.57
soil_0632.jpg,252,183,124,27.73,129.23,252.0,8.48
soil_0633.jpg,221,133,121,7.26,115.11,221.24,6.56
soil_0634.jpg,240,137,100,15.74,148.77,239.88,6.66
soil_0635.jpg,179,125,78,28.27,144.11,178.93,4.54
soil_0636.jpg,221,142,101,20.48,138.94,221.0,6.24
soil_0637.jpg,219,150,113,20.79,122.94,218.8,6.66
soil_0638.jpg,198,128,92,20.67,137.32,198.44,5.21
soil_0639.jpg,213,131,81,22.52,157.9,213.21,5.35
soil_0640.jpg,211,123,93,14.81,142.23,211.37,5.89
soil_0641.jpg,184,120,72,25.52,154.78,183.93,4.1
soil_0642.jpg,213,141,94,23.92,142.42,212.68,5.61
soil_0643.jpg,190,121,92,18.12,131.93,189.78,5.06
soil_0644.jpg,194,131,98,20.38,125.93,194.03,5.64
soil_0645.jpg,176,103,69,19.39,155.39,175.85,4.6
soil_0646.jpg,226,174,136,25.17,102.11,226.31,8.45
soil_0647.jpg,244,154,112,19.21,137.57,243.6,6.97
soil_0648.jpg,219,154,126,18.27,107.86,218.67,7.4
soil_0649.jpg,236,172,125,25.65,119.97,236.01,7.95
soil_0650.jpg,213,140,113,15.8,119.07,212.83,6.49
soil_0651.jpg,187,120,85,20.7,139.37,186.74,4.43
soil_0652.jpg,227,136,118,10.13,122.69,226.85,6.69
soil_0653.jpg,231,148,114,17.65,129.31,231.02,6.93
soil_0654.jpg,229,158,118,21.47,123.47,228.98,7.73
soil_0655.jpg,209,140,119,14.15,109.65,208.81,6.16
soil_0656.jpg,190,114,90,14.41,133.41,189.75,4.64
soil_0657.jpg,197,127,97,18.11,129.24,196.52,5.42
soil_0658.jpg,221,141,87,24.2,155.07,221.28,5.82
soil_0659.jpg,232,149,103,21.3,141.95,231.97,7.23
soil_0660.jpg,229,133,111,11.19,131.01,228.52,6.85
soil_0661.jpg,211,149,98,27.02,137.13,211.22,5.78
soil_0662.jpg,255,188,128,28.4,127.22,255.0,8.93
soil_0663.jpg,226,138,112,13.87,128.53,225.78,7.03
soil_0664.jpg,182,131,102,21.64,111.91,182.48,5.19
soil_0665.jpg,189,111,87,14.15,136.98,188.9,4.51
soil_0666.jpg,182,122,76,25.89,149.22,182.27,4.76
soil_0667.jpg,191,128,89,23.05,135.7,190.78,5.23
soil_0668.jpg,195,118,79,20.05,152.14,195.26,4.8
soil_0669.jpg,204,115,84,15.43,150.4,203.8,4.93
soil_0670.jpg,199,122,89,17.94,141.0,199.38,5.43
soil_0671.jpg,194,112,82,16.33,146.74,193.57,4.87
soil_0672.jpg,255,162,117,19.42,137.52,255.0,8.48
soil_0673.jpg,186,114,80,19.36,145.67,185.61,4.4
soil_0674.jpg,244,138,102,15.33,148.61,243.63,6.62
soil_0675.jpg,214,143,76,28.93,164.46,214.43,6.05
soil_0676.jpg,235,189,149,27.56,93.78,235.5,8.91
soil_0677.jpg,193,111,91,11.87,134.7,193.21,4.56
soil_0678.jpg,212,138,96,21.84,139.49,211.66,5.99
soil_0679.jpg,255,179,132,22.94,123.07,255.0,8.85
soil_0680.jpg,251,172,116,24.67,136.65,250.85,8.33
soil_0681.jpg,239,165,137,16.58,109.26,239.01,8.09
soil_0682.jpg,185,133,106,20.64,108.68,184.75,5.29
soil_0683.jpg,188,125,87,22.44,137.01,188.08,4.85
soil_0684.jpg,220,143,123,12.5,113.07,220.26,7.34
soil_0685.jpg,243,180,131,26.01,117.81,243.27,8.65
soil_0686.jpg,226,155,97,26.69,145.23,225.98,6.78
soil_0687.jpg,238,141,106,15.92,141.88,238.03,6.86
soil_0688.jpg,203,128,93,19.23,137.78,202.65,5.4
soil_0689.jpg,225,167,117,28.03,122.64,224.72,7.85
soil_0690.jpg,196,120,85,18.79,144.34,196.02,4.94
soil_0691.jpg,214,141,94,23.28,143.15,214.08,5.62
soil_0692.jpg,204,159,100,34.12,130.14,203.92,6.13
soil_0693.jpg,215,136,106,16.78,129.74,215.03,6.54
soil_0694.jpg,196,113,81,16.5,149.0,195.9,5.21
soil_0695.jpg,178,119,77,25.27,144.94,177.99,4.57
soil_0696.jpg,231,157,101,25.79,143.61,230.76,7.05
soil_0697.jpg,198,126,100,15.95,125.79,198.11,5.44
soil_0698.jpg,226,161,93,30.85,150.63,226.3,6.91
soil_0699.jpg,180,107,94,9.26,121.76,180.06,4.77
soil_0700.jpg,210,148,115,20.78,115.58,209.98,6.41
soil_0701.jpg,225,139,104,17.46,137.18,225.45,6.66
soil_0702.jpg,177,128,58,35.16,171.35,177.3,4.26
soil_0703.jpg,220,150,92,26.83,148.02,220.31,5.68
soil_0704.jpg,183,111,83,16.74,139.32,183.39,4.67
soil_0705.jpg,184,108,72,19.6,155.89,184.21,4.32
soil_0706.jpg,255,184,129,26.03,126.2,255.0,8.95
soil_0707.jpg,188,127,107,15.18,110.02,187.77,5.61
soil_0708.jpg,222,163,128,22.51,108.2,222.17,8.05
soil_0709.jpg,181,126,83,26.37,138.05,181.43,5.27
soil_0710.jpg,242,138,102,15.13,147.28,242.48,7.41
soil_0711.jpg,230,160,117,22.82,125.4,230.38,7.8
soil_0712.jpg,249,143,109,14.75,143.72,248.77,6.98
soil_0713.jpg,208,136,107,17.44,123.65,207.94,6.36
soil_0714.jpg,211,150,95,28.29,139.57,210.78,6.06
soil_0715.jpg,219,121,100,10.6,138.65,219.39,5.74
soil_0716.jpg,255,179,145,18.61,110.04,255.0,8.65
soil_0717.jpg,255,163,130,15.52,124.75,255.0,8.15
soil_0718.jpg,255,172,131,19.64,123.84,255.0,8.83
soil_0719.jpg,197,124,82,22.3,149.21,196.85,4.62
soil_0720.jpg,240,161,115,22.29,132.43,239.5,7.65
soil_0721.jpg,255,177,139,19.76,115.62,255.0,8.69
soil_0722.jpg,186,130,81,27.97,143.09,185.59,4.91
soil_0723.jpg,174,110,80,19.4,137.48,173.93,4.33
soil_0724.jpg,234,154,119,17.94,125.5,234.47,7.71
soil_0725.jpg,220,138,105,17.24,133.19,219.78,6.87
soil_0726.jpg,238,158,113,21.71,133.32,237.72,8.21
soil_0727.jpg,195,145,87,32.37,141.6,194.81,4.7
soil_0728.jpg,248,174,121,24.88,130.42,248.24,7.98
soil_0729.jpg,194,110,92,11.1,134.29,193.54,5.01
soil_0730.jpg,204,108,81,13.14,153.79,204.49,4.82
soil_0731.jpg,178,124,95,21.09,118.85,178.29,4.82
soil_0732.jpg,238,169,116,26.03,131.02,238.15,8.07
soil_0733.jpg,221,159,128,19.84,107.62,221.45,7.33
soil_0734.jpg,199,142,92,28.05,136.89,198.94,6.62
soil_0735.jpg,204,132,100,18.47,129.87,203.92,5.79
soil_0736.jpg,244,171,130,21.63,118.74,243.83,8.39
soil_0737.jpg,223,136,92,20.28,149.37,222.51,5.96
soil_0738.jpg,247,144,126,8.88,124.35,246.55,8.08
soil_0739.jpg,201,137,112,16.86,113.4,200.86,6.2
soil_0740.jpg,225,127,80,19.41,164.33,224.68,5.88
soil_0741.jpg,225,142,107,17.82,134.21,225.02,6.31
soil_0742.jpg,206,156,73,37.42,164.22,206.23,5.51
soil_0743.jpg,233,163,111,25.46,133.05,232.71,7.74
soil_0744.jpg,206,140,118,15.04,109.28,206.31,6.51
soil_0745.jpg,191,133,85,27.18,142.09,191.26,5.16
soil_0746.jpg,255,174,118,24.47,136.64,255.0,8.5
soil_0747.jpg,226,139,96,19.61,145.93,225.61,5.92
soil_0748.jpg,235,151,124,14.82,120.41,234.59,6.72
soil_0749.jpg,242,189,113,35.02,135.63,242.33,8.53
soil_0750.jpg,214,141,103,20.31,131.8,214.16,7.12
soil_0751.jpg,187,121,95,17.11,126.21,187.4,4.58
soil_0752.jpg,232,164,145,13.2,95.84,232.17,8.7
soil_0753.jpg,229,156,111,23.01,131.03,228.9,7.14
soil_0754.jpg,201,123,85,19.63,147.01,201.41,5.67
soil_0755.jpg,183,115,101,10.11,114.66,183.19,4.7
soil_0756.jpg,223,160,134,17.37,101.02,222.59,7.97
soil_0757.jpg,230,160,117,22.57,125.3,230.19,7.1
soil_0758.jpg,213,153,100,28.23,135.07,213.06,6.67
soil_0759.jpg,235,158,127,17.36,116.93,234.59,8.47
soil_0760.jpg,209,163,120,28.65,108.8,209.35,7.94
soil_0761.jpg,189,113,87,15.12,136.79,188.5,4.76
soil_0762.jpg,219,119,106,6.98,132.05,218.9,5.56
soil_0763.jpg,213,124,97,13.76,138.43,212.83,5.24
soil_0764.jpg,230,156,110,23.16,132.91,230.09,7.72
soil_0765.jpg,174,133,89,31.31,124.33,173.61,4.17
soil_0766.jpg,226,151,111,20.99,129.36,225.86,6.85
soil_0767.jpg,226,148,125,13.53,113.65,226.07,7.81
soil_0768.jpg,248,163,138,13.63,112.95,247.91,8.38
soil_0769.jpg,211,141,87,26.29,150.22,211.17,5.71
soil_0770.jpg,253,183,123,27.83,131.04,252.97,8.11
soil_0771.jpg,185,102,78,13.57,147.11,184.52,4.55
soil_0772.jpg,241,149,112,17.33,136.15,240.53,8.23
soil_0773.jpg,178,134,86,31.53,131.7,178.14,4.64
soil_0774.jpg,200,139,119,15.18,102.98,199.58,5.99
soil_0775.jpg,237,155,107,22.2,139.49,236.58,7.99
soil_0776.jpg,192,124,84,22.0,143.12,192.3,4.75
soil_0777.jpg,204,101,94,3.53,137.04,203.96,5.15
soil_0778.jpg,225,158,118,22.14,120.65,224.92,7.61
soil_0779.jpg,248,161,116,20.14,135.08,247.73,7.6
soil_0780.jpg,224,161,103,28.7,138.31,224.04,7.21
soil_0781.jpg,231,147,118,15.4,124.76,230.57,7.47
soil_0782.jpg,212,146,101,24.58,133.11,211.53,6.71
soil_0783.jpg,172,118,73,27.01,147.0,172.29,5.26
soil_0784.jpg,213,135,105,16.34,128.55,212.66,5.73
soil_0785.jpg,198,113,94,10.98,134.06,198.47,4.91
soil_0786.jpg,245,167,129,19.66,120.88,244.56,8.54
soil_0787.jpg,223,139,111,15.09,127.56,222.93,6.92
soil_0788.jpg,213,142,108,19.48,126.29,213.16,6.0
soil_0789.jpg,197,148,104,28.15,120.04,197.18,6.31
soil_0790.jpg,245,171,138,18.51,111.74,245.18,8.74
soil_0791.jpg,197,120,82,19.54,148.18,196.88,4.77
soil_0792.jpg,210,136,120,10.25,108.97,209.87,6.93
soil_0793.jpg,219,140,108,17.65,129.73,219.15,6.53
soil_0794.jpg,211,150,113,22.7,118.66,210.86,7.06
soil_0795.jpg,183,134,67,34.56,161.84,183.06,4.09
soil_0796.jpg,244,158,128,15.24,120.9,244.22,8.36
soil_0797.jpg,233,185,123,33.86,120.5,233.08,8.66
soil_0798.jpg,233,156,103,24.52,141.56,232.51,6.83
soil_0799.jpg,224,159,109,25.77,130.12,223.59,7.48
soil_0800.jpg,240,187,120,33.33,127.17,240.35,8.61
soil_0801.jpg,234,160,134,15.83,109.21,233.88,7.54
soil_0802.jpg,200,123,95,15.66,133.54,200.27,4.76
soil_0803.jpg,211,147,124,15.81,104.9,211.48,6.88
soil_0804.jpg,225,161,101,29.07,140.25,224.58,7.03
soil_0805.jpg,214,147,101,24.67,134.79,214.15,6.12
soil_0806.jpg,241,153,108,20.34,140.74,240.97,7.68
soil_0807.jpg,251,160,124,17.02,128.96,251.15,8.67
soil_0808.jpg,245,170,122,23.27,128.17,245.09,8.63
soil_0809.jpg,204,132,112,13.32,114.99,203.6,6.25
soil_0810.jpg,187,116,79,20.54,146.57,186.7,4.57
soil_0811.jpg,243,187,141,26.88,106.62,242.54,8.92
soil_0812.jpg,213,161,129,23.24,100.35,212.73,8.19
soil_0813.jpg,191,117,102,10.35,119.39,190.98,4.62
soil_0814.jpg,255,172,117,23.73,137.94,255.0,8.6
soil_0815.jpg,221,175,136,27.81,97.82,220.8,8.35
soil_0816.jpg,207,124,115,5.72,113.42,207.05,6.59
soil_0817.jpg,229,143,102,19.51,141.17,229.07,6.96
soil_0818.jpg,229,138,107,15.23,135.57,228.57,6.0
soil_0819.jpg,181,123,82,25.09,140.01,181.39,4.27
soil_0820.jpg,196,127,94,19.8,133.21,195.76,5.68
soil_0821.jpg,237,146,116,15.13,130.87,237.33,8.01
soil_0822.jpg,191,115,70,22.08,160.94,191.06,4.02
soil_0823.jpg,196,126,112,10.06,110.12,196.43,5.67
soil_0824.jpg,200,125,99,15.61,128.82,199.85,5.99
soil_0825.jpg,214,140,113,15.8,120.04,213.87,6.69
soil_0826.jpg,239,169,123,24.2,124.09,238.77,8.6
soil_0827.jpg,205,127,90,19.37,143.5,205.04,5.73
soil_0828.jpg,220,113,105,4.13,133.85,220.06,5.73
soil_0829.jpg,237,167,108,27.39,139.39,237.43,7.69
soil_0830.jpg,210,151,99,28.32,134.91,209.51,6.26
soil_0831.jpg,191,130,89,23.95,136.25,191.44,5.12
soil_0832.jpg,196,129,103,16.93,121.42,196.4,6.26
soil_0833.jpg,197,117,83,17.89,147.89,196.68,4.7
soil_0834.jpg,190,121,89,18.81,135.08,189.86,4.88
soil_0835.jpg,214,148,110,21.9,123.58,213.79,6.49
soil_0836.jpg,241,143,106,16.54,143.09,241.33,6.09
soil_0837.jpg,251,164,121,20.02,132.32,250.82,8.57
soil_0838.jpg,198,134,95,23.09,132.96,197.54,5.81
soil_0839.jpg,218,152,119,20.26,115.71,217.69,6.9
soil_0840.jpg,237,165,119,23.02,126.68,237.46,7.16
soil_0841.jpg,179,116,66,26.7,161.34,179.22,4.07
soil_0842.jpg,214,161,117,27.15,115.64,214.08,7.32
soil_0843.jpg,200,122,70,23.78,165.22,199.99,4.89
soil_0844.jpg,245,187,132,29.12,117.86,244.87,8.81
soil_0845.jpg,207,123,100,12.83,132.31,207.2,4.74
soil_0846.jpg,220,129,92,17.38,148.05,219.89,6.07
soil_0847.jpg,179,127,74,30.4,149.31,179.19,4.43
soil_0848.jpg,255,183,139,22.38,115.62,255.0,8.98
soil_0849.jpg,217,139,93,22.43,146.07,216.58,6.51
soil_0850.jpg,232,145,105,18.83,139.22,231.72,6.98
soil_0851.jpg,187,116,85,18.5,139.6,187.12,4.34
soil_0852.jpg,227,164,114,26.5,126.69,226.66,7.75
soil_0853.jpg,187,125,86,23.11,137.37,186.84,5.05
soil_0854.jpg,255,172,134,19.19,121.41,255.0,8.49
soil_0855.jpg,190,138,91,28.65,132.33,189.62,5.03
soil_0856.jpg,188,131,89,25.8,134.0,187.69,4.95
soil_0857.jpg,170,113,75,23.9,142.12,170.24,4.18
soil_0858.jpg,218,149,106,23.22,130.79,217.82,6.36
soil_0859.jpg,241,138,107,13.59,141.48,241.34,6.82
soil_0860.jpg,171,117,83,22.9,130.87,171.44,4.33
soil_0861.jpg,237,178,117,30.32,129.7,237.38,7.88
soil_0862.jpg,226,138,101,17.68,141.6,226.31,6.27
soil_0863.jpg,217,137,98,19.49,139.49,216.81,6.62
soil_0864.jpg,216,133,101,16.65,135.53,215.62,6.2
soil_0865.jpg,197,126,93,19.27,135.48,197.38,6.0
soil_0866.jpg,225,140,99,19.35,142.32,224.68,6.8
soil_0867.jpg,187,116,87,17.46,136.45,187.22,4.78
soil_0868.jpg,201,109,88,10.89,143.13,200.96,4.91
soil_0869.jpg,255,167,132,17.29,123.17,255.0,8.31
soil_0870.jpg,255,181,127,25.32,128.05,255.0,8.73
soil_0871.jpg,212,126,101,13.68,133.67,211.78,5.87
soil_0872.jpg,201,141,96,25.63,133.41,201.18,5.35
